,井名,校深,电阻率,声波时差,岩石密度,补偿中子,泥质含量,总孔隙度,渗透率,含油气饱和度
39,苏174,136.4,61.48283724358504,205.59285189552784,2.588438416310117,9.131649559845307,21.047470673489734,3.9702565982485334,0.11247067452199414,9.66706744891422
40,苏42,303.6,213.86880105544134,199.0679117217391,2.580177865683136,12.087147563465084,14.304057969994728,4.088926218645586,0.2154545454400527,19.911455862028326
41,苏41,329.0,79.66215198229787,206.92830394194527,2.5358237084145894,10.572832827504559,15.979404256456533,4.21128267484924,0.16148328274042553,24.04291793382371
42,苏154,155.8,86.03779846213092,202.10360718491654,2.60455712454878,10.04327984494416,18.684890886155326,3.515879332449936,0.1003786906957638,11.544768934794607
43,苏149,327.40000000000003,58.31284056356138,207.93852779798408,2.5998717164508243,11.370775808927917,20.479401344630418,4.533176542628588,0.1625167989700672,18.127538178830786
44,苏29,111.00000000000001,41.23807207121621,219.9197657836036,2.560297297268468,11.242270270189188,20.590576577108106,6.202567567704504,0.22968468468288286,22.799459460006304
45,苏21,134.7,138.86032666119527,209.2600222704529,2.5403414997364515,14.16169265167038,18.53376391922049,4.85971789169562,0.1489086859472903,12.03757980646548
46,桃2,120.69999999999999,57.124937859784595,210.24009114722458,2.5040513670115994,14.310961060033144,18.680695940538527,4.9678541837514505,0.19639602316404314,16.75753107045651
47,定探2,180.0,181.44274443702773,178.53912777627775,2.673522222509444,7.049994444441111,8.537544444243332,2.9565666666133334,0.10449444420944444,10.389394443311112
48,苏14-01-02,190.29999999999995,233.6185496664845,196.2655123269575,2.6241408301056235,9.705254859761958,16.889001576270104,4.350599054271152,0.29549658439674203,14.191870728293225
49,桃2-5-10C6,112.49999999999999,92.37614222554667,210.58254220044444,2.569608888796445,8.959537777863112,19.896346665932448,4.993120000057779,0.18424888908533335,30.606675556115555
50,苏14-1-29C4,137.7,146.03131444922295,211.4223529471315,2.5734858387087876,8.241619462578795,19.632999276071175,5.163696441280321,0.2410384893209877,15.6493318808504
51,苏14-02-37C8,163.8,58.33911477575702,209.33584856990228,2.602759462782051,6.890219780352258,16.92025030496947,4.2422527472002445,0.184035409021978,16.560262515897435
52,桃2-7-10C6,118.59999999999998,71.3079342302108,208.74038789569985,2.5947301853625637,10.65185497384486,21.546863404072518,4.5286424960615514,0.1415935922166948,18.430050590333053
53,桃2-21-5C3,140.39999999999998,61.07008547395301,212.80891737749292,2.590705128055556,6.995797720490029,18.854707976274934,4.996289173621796,0.2073433048190884,20.253048434586898
54,桃2-7-16C6,128.5,369.93830350179763,205.42642023136187,2.6056964980638133,8.054396886376653,17.371198442818677,4.996996108617121,0.22141634210038913,20.963035018070038
55,苏14-7-18C1,153.70000000000002,60.476740402992846,205.1255172492518,2.5804814573051393,8.33044242026415,20.053702016720884,4.278340923819778,0.12669486017566686,8.968165255647364
56,桃2-2-17A,77.4,94.75931524457363,207.2623643202842,2.5821576229987073,9.00198966472093,19.85099482994832,4.7325968990594305,0.13454780383979326,17.995813953189923
57,苏47-18-74C1,172.60000000000002,85.69672074194668,204.9998841371958,2.6135110082526065,7.855156431154112,22.629200464044033,4.038991888834299,0.10628041724101968,13.852352260334873
58,苏14-01-14,297.8,116.97515782124916,210.62542646057753,2.600409670870383,8.846245801926125,17.706218942040966,5.931994627267294,0.6850302215997313,21.6938347890732
59,苏48-9-71C6,122.2,108.4263502447545,210.45600652528643,2.585589198071195,7.216824877145664,18.750188214689036,5.404860883446809,0.17065466456546646,22.59784779155483
60,苏14-1-16C4,117.3,51.549207158857634,207.0837510917306,2.588584825109974,8.725780051381074,15.524910485873828,5.243120204213129,0.6142966752080137,18.26358908523444
61,桃2-15-24,134.29999999999998,164.53008191196577,205.6183469644081,2.6016157857535376,9.993067757089355,19.74169024407223,4.601034996381237,0.19216679085778113,16.764869695011175
62,苏48-9-68C6,249.0,116.2530200785462,205.01078713518072,2.6076465865823293,6.644682730669075,18.01323694607229,3.8669317269020085,0.1412771084056225,14.206923695421686
63,苏47-5-82,223.39999999999998,70.7085586383617,209.30197849812,2.5885138764082365,11.510367055582813,22.4614503114342,4.772166517374217,0.12342882716472695,16.15504028749687
64,桃2-22-15A,106.3,876.8444026284102,203.9941580261524,2.591439322515522,9.769604892504233,18.79056444194732,4.957394167653811,1599.403236124301,15.670818440472248
65,苏14-19-28C4,143.20000000000002,85.12085195217178,208.92754191494413,2.592171787564944,8.777248602798183,21.744832403393854,4.220139664478352,0.13894553076745808,13.588624303287709
66,桃2-4-11,139.9,138.21738384377412,207.37656895868474,2.616225875722659,9.55615439599142,20.778927807513934,4.818856326238741,0.16819871348391707,16.211157966776266
67,桃2-1-7C1,154.7,83.21981253672271,212.30882354162898,2.585307045756949,9.97729152971558,19.91619909440595,5.537498383930835,0.2687588882689076,18.574376209631545
68,苏48-1-88,146.4,95.24721994922132,202.19766392459013,2.6027049181892075,7.828586065398907,17.195198085728137,4.456584699368168,0.1750478144706284,14.447452184056008
69,桃53,251.49999999999997,60.06261232314513,208.46027438190853,2.6074234588735585,10.454489065975348,15.282771374166998,4.814385685933996,0.302783299798012,14.750831015728034
70,桃2-15-22C5,121.6,71.92023026421874,205.82782895000003,2.602401316085526,9.514629934084704,18.09981908063487,5.4202467103577305,0.22341282855180927,14.215822366618424
71,苏14-6-44,113.6,81.56710387679578,204.45784331839792,2.5924471828908455,8.180845069989438,16.20188380509859,5.070088028391726,0.23272887333010564,21.631294016012326
72,桃2-4-13,118.9,58.28827586152228,212.42085789486964,2.578553406276703,8.848973926995795,19.153137090035322,5.008031959722455,0.19600504620016818,17.02598822686291
73,桃2-2-18A,127.49999999999999,126.14823529249415,208.89637646556866,2.604823529705098,9.037545098220395,17.182007842549023,5.151176470701177,0.3792941173921569,22.770039216454904
74,桃2-22-13A,113.20000000000002,69.54931095401058,212.10519434487628,2.597411660623674,10.186607775607772,18.81144876397526,4.429531802030034,0.2111042403250883,16.22628091930035
75,桃2-27-12,122.69999999999999,72.76336593474328,206.66777503667484,2.612094539185004,8.442811735859006,15.165444171634885,4.485615321719642,0.40502852491116553,15.602412386597393
76,桃2-5-10C4,116.8,83.77833904108734,206.02827908972603,2.599811643525685,8.32359589009161,20.03692637230565,4.5586986302174655,0.1320119862217466,16.690351029340754
77,桃2-14-17C4,171.8,90.95055878644354,207.11857973119905,2.6075320138614666,11.310151340724095,20.041629801342257,4.339627474065192,0.29323050044935967,15.754377181849826
78,苏14-4-40C4,121.3,56.37849135014015,212.09076670189611,2.5903627369356967,6.401310799372629,19.79508656008079,5.621286067462489,0.3203132730065952,19.234336357996703
79,苏14-2-25C8,215.29999999999998,112.25234091989316,213.4015327557362,2.5722340921667444,8.996507198984208,22.676446820000002,5.237115652601487,0.17181607065304227,22.699266140209012
80,桃2-21-14,165.39999999999998,135.10300484143895,199.3720314744861,2.6030108827920198,7.079050785820436,17.50220072422612,4.2829383313313185,0.6589056830453448,17.36835550303809
81,桃2-1-20,150.70000000000002,145.81836763840744,208.66564699004644,2.6224153946164566,8.55078301277903,20.91852024229396,5.196310550502986,0.13643662888852023,15.196390182070335
82,苏14-7-20,130.1,123.65386625644119,203.35527287417372,2.6271637201675637,8.617309761574942,17.23712528904381,4.467924673516527,0.1804381243835511,14.793220598425059
83,桃78,310.5,175.1625700517037,202.40990982560388,2.612067632773269,8.351066022572624,17.548070851944605,4.992412238256361,0.29960386458905,22.42522383337842
84,桃2-16-2C11,217.60000000000002,66.98884650835018,206.8716314240349,2.5772748162683827,8.663363970710016,20.106351103290436,4.539954044223345,1.2104319853037682,16.115873162645222
85,桃2-1-11C13,131.6,51.29918693152736,212.27443770182373,2.5868617024452893,10.0986094211307,17.814506079559273,4.662933130646657,0.1945744681033435,15.61648936313906
86,桃2-5-8,84.10000000000001,80.38753864945303,207.19828776111768,2.6073008321296074,9.849215217323422,13.854768133995242,5.521212842212842,0.29780023770511294,29.321950059362656
87,苏14-13-48C1,117.10000000000001,52.01982920906063,211.79175916780528,2.580025619122972,8.05101622524936,21.102100769803585,5.091520068145175,0.16087958981639622,19.960631936558496
88,桃2-3-14C1,282.00000000000006,93.87800000068083,204.24332624418435,2.6288226952099287,9.119319149359574,19.034106382131203,4.732446808909219,0.17447517711276594,10.786269505165956
89,苏14-20-45,121.4,130.50635914003294,200.17230642446458,2.651004942244646,9.54861614655519,14.54546952355354,4.190881383700164,1.1054118615041186,16.0051400329201
90,桃2-25-1C2,125.1,116.3953637060112,202.16553957066347,2.6247242205771384,11.194180656083134,17.959008794653876,4.369352518111911,0.14169464425259792,17.818872901032776
91,苏14-18-42C4,159.79999999999995,80.495707132985,208.97075096257828,2.606764705777848,8.583404255367336,18.24857947645182,4.703066333217773,0.18046307869023787,16.659092614739677
92,桃2-3-14C3,255.4,60.522227877345344,210.0153014805012,2.595274080195771,9.495963192968677,19.423660922872358,4.72362176955599,0.15714565369303055,12.201585748063431
93,桃2-20-6,175.5,112.88941310241596,208.58733337128203,2.5929572650108264,9.512638178068375,17.58819373407179,5.052518518820512,0.1775156696039886,27.21981196399772
94,苏14-03-32C10,171.29999999999998,211.18542322587277,203.00726212586108,2.607454757808523,9.850396964190894,18.275709280628142,4.5685113836205495,0.23904845323817864,18.475849388381786
95,苏47-35-67,194.2,53.192018537837285,208.13520083903194,2.593388259405767,9.729618948543768,19.768012359557158,4.569618949329557,0.14094747697837282,13.461719876815653
96,桃2-3-16,115.8,93.24713297876511,208.62335058100172,2.626139896560449,10.74829879165285,17.705656303020724,5.172996545841105,0.3878324697521589,23.314084628894644
97,苏14-13-12C5,204.00000000000003,194.05976471167645,209.3696274435294,2.589941176170588,8.347509804299998,17.870200979705878,5.011833333149999,0.3020343138705882,18.16746078273529
98,苏14-1-05,109.1,62.55918423350138,208.944417959945,2.584124656052246,6.002749770777269,17.108790100953254,4.842538955168653,0.18731439024747937,15.989193401149407
99,苏14-4-50,103.7,125.84902604559305,200.51712635110897,2.6401928640520733,10.236856314163933,16.381089680291225,4.016798456929605,0.8139537126219866,14.584522661373192
100,桃2-1-11C7,104.30000000000001,86.67046980018215,213.43242569424734,2.6054170661380627,8.068139979208052,20.210651964563755,4.832799616709491,0.27420901241802487,15.798887824231059
101,桃2-20-4C1,344.40000000000003,81.85648082867014,206.245145168583,2.579930313612659,7.375528455173635,19.76156794583043,5.014419279721835,0.15265969828281065,15.625609754619049
102,桃2-26-12,91.79999999999998,94.54895425119828,209.67672115228763,2.624488017454249,10.2741394315512,18.37202614510022,3.7966775599967324,0.1641830066960785,15.01572984747277
103,桃2-12-10C6,89.2,65.0124439460538,211.17799326524664,2.605213004401345,9.186535872544843,20.789181616255604,4.821647982136771,0.17291479834304935,17.58597533573767
104,苏47-22-74,161.0,77.09947825795032,212.11840993354036,2.57488198768323,8.65796273304969,16.709329194782608,5.069888198826087,0.24437267095031057,25.62316770453416
105,苏14-2-25A,175.89999999999998,55.636549177703245,212.12085273871514,2.6011256394309266,8.353217737078454,19.48245594325242,4.800795906610006,0.18013075621262084,18.543712337146104
106,苏14-0-21C9,138.7,55.33744051841386,216.0514563967556,2.598312905599856,7.59027397291925,20.03685652162942,4.813374188922856,0.2376423933532805,12.898572456155012
107,桃2-16-8,172.6,77.03013325660487,207.40325611164542,2.596506372995365,9.7133082277949,22.15251448425029,4.701796060257242,0.2257821552271147,20.37748551426362
108,苏14-13-54C6,145.1,82.15145416746383,198.8559269662302,2.642322536237767,10.74195727105031,17.4072984130448,4.137960027496209,0.2766574778139214,10.93493452974776
109,桃2-2-10C2,119.6,51.00653846255017,206.68027588729097,2.5902341138829437,8.640309364291808,17.99341973291221,4.922784280836956,0.18330267583779267,14.60461538500836
110,苏48-17-76C1,82.5,105.98519999356364,202.52785457333331,2.593212121209697,8.676496971174545,17.321818181975758,4.2667272725709084,0.19333333325939392,16.830193940406062
111,苏14-0-41C4,170.79999999999998,36.3404332569438,215.96024590632322,2.5975409836557377,9.872775175762296,20.839578456662768,5.114836065741217,0.23647540986182672,12.728606557659251
112,苏14-13-48C2,99.5,97.46099497939697,208.57045223678392,2.59939698500402,9.57754773660804,19.36442211180905,4.74577889438191,0.17231155790954772,18.224542713768844
113,苏14-03-22,158.20000000000002,76.09124526140329,209.43258533912768,2.561845764699115,9.794342607201012,19.02030341079646,4.949013906268647,0.1617067005063211,24.967345129058153
114,桃2-4-25,133.0,66.48560902378196,213.74696239526318,2.5774060150421056,10.674255641124061,17.65078195206617,5.880812030390226,0.20954135313909777,25.296022558473688
115,苏47-11-74C1,235.2,70.3539625859949,218.45966839489796,2.5660119046360546,7.5492687076904765,15.146641157431972,6.276802721017857,0.3848214283571429,30.16985544031973
116,苏14-21-09C3,98.3,64.20185147479145,206.79166839226858,2.584170905204476,9.494211595310276,18.68694811602645,4.850976602303153,0.1390946085096643,18.07344862416887
117,苏14-7-18C4,138.6,74.09549783178933,208.0359162890332,2.6099134196132754,8.508903319718614,18.17985570237374,5.361558441690477,0.18521645025685426,14.144213563948052
118,桃2-1-25,225.8,117.65276793748006,203.3962178897254,2.610907883348095,10.005912311275466,18.348423380125773,4.483937112778122,0.2042692645553587,14.93569973265279
119,苏48-17-77,176.79999999999998,101.71332578830318,204.59599549909504,2.5996266966029413,8.677420814278282,18.986018103133485,4.264626697056562,0.13562217220475115,16.14960407600679
120,桃2-15-25C4,235.99999999999997,341.69748300033905,202.14715253008478,2.6293644068991524,6.906932203512714,18.0696016933017,4.480245762588137,0.4060762708661018,19.908211863762716
121,桃2-25-7C6,129.3,86.22507348211909,210.2177494160093,2.6166125289644238,11.92410672847177,17.592142306094352,4.221113689225831,0.20049497281283835,15.40446249269528
122,苏48-21-71,103.09999999999998,57.037099903549965,209.79409312162954,2.58603297758099,6.761687681520854,22.289447141881677,4.852890397330748,0.1259844809932105,14.510853542580021
123,苏14-10-52,125.4,44.94686602808612,210.43177034529504,2.587735247288676,7.927727272628388,21.78016746450877,4.802296650822966,0.15665869202232854,13.872408295033491
124,桃73,217.39999999999998,73.98020699073138,207.99773229917207,2.6079162833288874,8.47454461778381,15.65163293529531,4.747695492043699,0.27199632011729535,15.42607635633395
125,苏47-6-80,83.60000000000001,101.14985645033491,207.97581339186598,2.619928229940191,9.889019137894735,18.802559806698564,3.9727272727488034,0.1643301435239234,21.115885168071767
126,苏14-4-21C7,126.19999999999999,91.855245641252,208.53637084651345,2.6146275752971473,6.51852614915531,19.614659272706813,4.912091917677497,0.11076862109667195,11.757757528334391
127,苏14-2-14C2,159.7,84.98517219698185,204.1446837621791,2.580738885499061,9.541271133465873,16.052429554293678,4.903375078091422,0.2943206011440201,21.111809642310586
128,苏14-5-0,134.9,65.07240918905856,209.83591547946628,2.5652483323424757,7.537057080194959,19.65370644917717,5.12787249795404,0.15905856189028908,25.039421797005186
129,苏14-14-51,138.4,71.7202384369653,214.21376447442196,2.595173410430636,10.793179189942196,22.17246387197254,5.4205708091914735,0.20296965295303468,17.118287569985547
130,桃2-18-8C4,124.19999999999999,137.70393719971014,208.87574877326892,2.6219967792850243,10.748397748019325,19.48871980620773,3.9621014493059583,0.16627214171014493,12.310732688879227
131,桃2-5-10C2,93.9,86.06807241641107,207.08195951938228,2.601480298083067,6.578466453611288,18.64313099221086,4.709840255563364,0.14455804054952076,21.509329070596376
132,桃2-25-9,122.00000000000001,69.86789344515573,207.83610658426227,2.612672130907377,7.81790163894918,21.526795083278685,4.155057377418852,0.11394262269999998,13.74465574129508
133,苏47-22-77,429.19999999999993,62.01159367051258,207.5937371675676,2.618285181815471,12.184594595768873,23.160428704119294,4.232721341819199,0.09729729745386768,9.956430569163095
134,桃2-12-10C4,106.5,77.94308921006572,215.87137087624416,2.590685446191549,10.316741784980282,19.158103290422535,4.715784037678873,0.1963286385201878,17.987258214065726
135,苏47-18-75,236.0,74.2112288145,209.67309325644067,2.5986355932474576,7.794084745627119,20.870872879915254,4.884440678248305,0.14597457633559321,22.351610171135594
136,苏14-1-16C1,145.6,107.1078640150687,214.05245877321428,2.6071840658399728,9.147630495647665,18.95878434144231,4.526765110223214,0.19618818712912092,16.77311126385302
137,桃2-17-24,105.6,92.05330492346592,208.06150568001894,2.6002178031818186,9.08516098477557,14.580113636519886,5.119128787908144,0.2135037881221591,22.34080492140057
138,桃2-4-19A,157.20000000000002,64.42409669345419,206.63548346997453,2.591412213828244,8.457385497178752,19.46010178440521,4.655839694802798,0.13449109437086512,10.36319974618575
139,苏48-17-83C4,156.1,43.64941704286355,219.16978216893017,2.5709288917482382,7.903190262871877,18.911537473734782,5.883574631796285,0.3575720691966688,15.195611788267136
140,桃2-7-10C3,115.2,91.98252603710935,213.66520835112846,2.5732204863836805,10.215798612013021,23.82078993018229,5.112352430445313,0.19492187519618054,21.127378470703125
141,桃2-20-4,141.3,101.38196744736732,203.8237508905166,2.621104033971691,9.091266810220098,17.518634109497523,4.40167020526327,0.16176928503326254,15.715923569240621
142,苏47-29-68,198.8,58.040090543722336,210.12261567937625,2.6124949698470825,8.870090543317907,20.637364184275654,4.783239436508048,0.12890342054527165,14.255000001501006
143,桃2-7-6C1,77.6,78.52594072752576,207.9817139483247,2.5774742266649486,8.962100516188144,19.500889173762886,5.340012886659794,0.16135309272551546,25.26775773052835
144,桃2-15-25C5,180.6,71.51208749039313,210.67957362314507,2.6009856036007752,9.15235326580288,20.14654485248616,4.8824363232308965,0.21677740866943523,14.807956809573643
145,苏14-2-39,103.10000000000001,66.15566440328807,215.61789521076622,2.596896217300679,9.835402524040735,22.005140639301644,5.0945974782318135,0.19575169716488844,16.632308435365662
146,桃2-16-7,116.1,63.75823428320413,207.5256417121447,2.6177088713669248,8.906184323557278,20.768596039852714,4.508492678552111,0.12180017235486648,15.269603793118861
147,苏14-3-30C11,293.79999999999995,75.41260721780804,211.5312389343091,2.61611300169367,8.378025868258682,17.13942818316542,4.425970047853642,0.2117018380408442,12.567134102170186
148,苏14-2-14C3,101.1,236.99058357709202,197.61494561552917,2.642779426327399,8.137972304676559,16.042166171655786,4.108239366868448,0.1474381800949555,18.170900100041543
149,桃2-4-27,178.99999999999997,99.5955530792123,207.4335195684358,2.6256312852117323,8.402441340572627,20.091614526240228,5.172491619889945,0.20372067036368718,23.212893857541903
150,苏48-21-70,103.80000000000001,59.94052023030828,208.88060694277453,2.5949421966396917,9.988111755934487,20.639161848227356,4.752649325980732,0.14482658970905588,16.499768786342965
151,苏14-02-38,137.0,106.45705110145984,205.1491240781022,2.643321167729197,8.033386861119707,18.783386859328466,4.525299270097079,0.15038686129051093,12.95621897799197
152,桃2-4-21C2,106.5,74.39758685678872,210.72567138985914,2.6014835677859156,9.48860094014648,19.24464788689953,4.38179342736338,0.1662910798920188,16.435211266390613
153,苏14-20-46C3,173.3,129.0531909764224,206.9362781357761,2.607247547779573,8.641390651967686,18.103000578557413,4.65726485845124,0.16660126968551642,15.66159838431333
154,苏14-22-51,316.79999999999995,73.85993686853537,209.7690467229167,2.6059848485845967,6.451742424157199,21.24380681764773,4.417853535398991,0.15376262617234854,13.00628787963447
155,桃2-20-2C1,139.4,99.90857245773314,204.86577476915352,2.6057030128608325,8.024670015107604,12.553615495756816,5.084526542242468,0.40131276909612623,24.29045193729053
156,桃2-20-5,147.5,90.5694847470034,207.70488134522031,2.588623728832542,7.164467796464406,16.159322034696274,4.549538983305762,0.2100338982718644,19.808433896524065
157,桃2-20-2C2,113.80000000000001,163.37981548841825,209.63065903699473,2.572855887633567,10.59046573125659,18.49471001718629,5.122372583491211,0.1799648505650263,22.245676625676623
158,苏14-11-51,97.39999999999999,69.9018172483881,211.3021868755647,2.6003285422032856,11.017094458033881,18.381149898285422,4.970236139606777,0.19094455882648875,23.149455850833675
159,苏14-2-22C4,125.2,69.32432907380989,212.4758785838658,2.567180511152556,9.13759584519968,20.524345047332268,5.088634185480831,0.17901757186821088,18.003777954800317
160,苏47-14-82,231.6,86.25778928480139,209.7825388931779,2.581848013803109,9.376183075248704,18.206934367625216,4.891010362566495,0.2510621761830743,17.49937823875302
161,苏14-0-37,136.70000000000002,98.37530358474761,206.13754940460862,2.603643013667886,7.054462326029261,18.248193123774683,4.85036576419239,0.17567666402706658,17.921536211822236
162,桃2-4-18C6,154.5,128.75968284712621,209.62157279372167,2.5758381878705503,8.484582523266667,19.430822007165048,4.813715210477023,0.17996116530355988,22.198919093477024
163,苏14-21-41C3,117.80000000000001,268.72298813546684,203.98943972359933,2.6454244482393885,8.342190154188453,16.03745331160611,4.650033955808149,0.43693548384719855,19.482555178825123
164,苏14-03-21C5,134.39999999999998,51.71656250133929,214.95875744553575,2.5898660711636907,9.037321427880954,18.837901783683037,5.42619047621875,0.21421130961235121,19.68670386990625
165,桃2-14-16,131.4,90.26536529179604,205.26868341933027,2.6133637746423135,8.052891933063165,19.639010654018264,4.972465753401066,0.2758599696491629,29.71516742920091
166,桃2-12-11,109.4,66.18343692864715,212.87109690146252,2.606261425860146,9.403702011234003,19.548683726844608,5.035923217467093,0.21574954284826323,20.733226693208408
167,苏14-14-37C6,149.49999999999997,80.0462274156522,210.87862210709034,2.600682274060201,7.22842140450368,21.219712375717727,4.808200669072241,0.19359866249096996,16.625986622080937
168,苏14-03-16C4,132.4,47.98014350521147,211.2334592337613,2.5775528701004533,7.434879153929003,22.464350451722055,5.2850528699999995,0.1231495468308157,15.499750756365556
169,桃2-3-3,150.0,46.11882000083334,216.2713133136666,2.5546666667333335,7.969173333548667,20.425799999973332,5.568093333318667,0.23779333316866663,21.031133332926665
170,桃2-21-11C1,107.2,82.53887127637127,210.85554102798505,2.581865671805037,8.772024255018657,19.409319031408582,4.783871268448694,0.17433768644869402,22.2155690331903
